Date,Client,Order Quantity,Material
2/20/2020,c2,198,11000851
2/20/2020,c2,99,11000858
2/20/2020,c2,84,12042081
2/19/2020,c7,440,12320618
2/19/2020,c7,110,12320670
2/19/2020,c9,9795,12246740
2/19/2020,c9,4595,12246740
2/20/2020,c7,120,12222902
2/20/2020,c7,120,12222902
2/20/2020,c3,168,11001186
2/20/2020,c3,168,12042081
2/19/2020,c10,693,11000858
2/19/2020,c10,220,11000851
2/19/2020,c10,252,11001186
2/20/2020,c3,84,12042081
2/20/2020,c3,99,11000858
2/20/2020,c3,84,11001186
2/20/2020,c3,99,11000851
2/20/2020,c8,1452,12320670
2/20/2020,c8,1056,12320619
2/20/2020,c8,1056,12320618
2/19/2020,c10,132,11000851
2/19/2020,c10,273,12042081
2/19/2020,c10,48,12222902
2/20/2020,c4,56,12396696
2/20/2020,c4,112,12396696
2/20/2020,c1,126,11001186
2/20/2020,c1,126,12042081
2/19/2020,c10,504,12042081
2/20/2020,c8,384,12222902
2/20/2020,c2,308,12320618
2/20/2020,c2,132,12320619
2/20/2020,c2,132,12320670
2/20/2020,c3,48,12222902
2/20/2020,c3,96,12222902
2/20/2020,c5,96,12222902
2/20/2020,c5,756,11001186
2/21/2020,c5,84,11001186
2/21/2020,c5,88,11000851
2/20/2020,c1,144,12222902
2/20/2020,c5,48,12222902
2/20/2020,c5,378,11001186
2/20/2020,c3,144,12222902
2/20/2020,c3,48,12222902
2/20/2020,c5,378,11001186
2/20/2020,c1,99,11000858
2/20/2020,c1,110,11000851
2/20/2020,c2,96,12222902
2/20/2020,c6,189,12042081
2/20/2020,c6,198,11000858
2/20/2020,c6,330,11000851
2/20/2020,c7,126,12042081
2/20/2020,c7,252,11001186
2/20/2020,c7,440,11000851
2/20/2020,c7,99,11000858
2/20/2020,c5,98,12404641
2/20/2020,c4,198,12365978
2/20/2020,c1,192,12222902
2/20/2020,c2,88,12320618
2/20/2020,c2,44,12320619
2/20/2020,c2,132,12320670
2/20/2020,c2,48,12222902
2/20/2020,c2,108,12293783
2/20/2020,c2,84,12395525
2/20/2020,c2,528,12271469
2/20/2020,c2,210,12322779
2/20/2020,c7,196,12404641
2/20/2020,c7,65,12246740
2/21/2020,c3,252,12395525
2/21/2020,c3,66,12271469
2/21/2020,c3,108,12293783
2/21/2020,c3,96,12222902
2/21/2020,c1,231,12404641
2/21/2020,c1,123,12404641
2/21/2020,c8,110,11000851
2/21/2020,c8,528,12320670
2/21/2020,c8,528,12320619
2/21/2020,c8,396,12320618
2/21/2020,c3,144,12222902
2/21/2020,c10,810,12322779
2/21/2020,c2,66,12271469
2/21/2020,c2,42,12395525
2/21/2020,c1,104,12246740
2/21/2020,c3,48,12222902
2/21/2020,c2,144,12222902
2/21/2020,c1,294,12395525
2/21/2020,c1,264,12271469
2/21/2020,c1,105,12322779
2/21/2020,c1,216,12293783
2/21/2020,c1,168,12395525
2/21/2020,c1,66,12271469
2/21/2020,c1,105,12322779
2/21/2020,c1,324,12293783
2/21/2020,c3,312,12246740
2/21/2020,c8,42,12395525
2/21/2020,c8,98,12404641
2/21/2020,c2,208,12246740
2/21/2020,c3,48,12222902
2/21/2020,c2,98,12404641
2/21/2020,c2,80,12293768
2/21/2020,c1,294,12395525
2/21/2020,c1,66,12271469
2/21/2020,c1,60,12404641
2/21/2020,c7,22,12320618
2/21/2020,c7,66,12320670
2/21/2020,c7,66,12320619
2/21/2020,c4,84,12396696
2/21/2020,c5,63,11001186
2/21/2020,c1,104,12246740
2/21/2020,c4,28,12396696
2/21/2020,c3,99,11000858
2/21/2020,c3,99,11000851
2/21/2020,c3,168,12042081
2/21/2020,c3,168,11001186
2/21/2020,c3,96,12222902
2/21/2020,c4,28,12396696
2/21/2020,c2,726,12271469
2/21/2020,c2,42,12395525
2/21/2020,c2,108,12293783
2/21/2020,c2,105,12322779
2/21/2020,c5,168,11001186
2/21/2020,c5,198,11000858
2/21/2020,c5,286,11000851
2/21/2020,c8,3024,12042081
2/21/2020,c7,110,12320618
2/21/2020,c7,110,12320670
2/21/2020,c7,110,12320619
2/21/2020,c5,216,12293783
2/21/2020,c10,375,12322779
2/21/2020,c8,252,11001186
2/21/2020,c8,1485,11000858
2/21/2020,c8,4070,11000851
2/21/2020,c4,280,12396696
2/24/2020,c1,126,11001186
2/24/2020,c1,27,12404641
2/24/2020,c1,84,12395525
2/24/2020,c1,594,12271469
2/24/2020,c1,324,12293783
2/24/2020,c1,132,12320619
2/24/2020,c1,132,12320670
2/24/2020,c1,396,12320618
2/24/2020,c1,192,12222902
2/24/2020,c1,46,12404641
2/24/2020,c1,99,11000858
2/24/2020,c1,110,11000851
2/24/2020,c1,126,11001186
2/24/2020,c1,126,12042081
2/24/2020,c1,132,12320618
2/24/2020,c2,144,12222902
2/24/2020,c3,132,12271469
2/24/2020,c3,168,12395525
2/24/2020,c3,216,12293783
2/24/2020,c1,96,12222902
2/24/2020,c2,192,12222902
2/24/2020,c2,240,12222902
2/24/2020,c1,168,12395525
2/24/2020,c1,66,12271469
2/24/2020,c1,540,12293783
2/24/2020,c1,35,12404641
